ART,PROJ,CHG,DIST,QE,TOF,DRIFT,ANGLE,VTERM
155,HEA,3W,4794,285.0,24.9,1.9,0.0,0.0
155,HEA,3G,4822,365.0,27.6,2.3,0.0,0.0
155,HEA,3W,4838,290.0,25.2,1.9,0.0,0.0
155,HEA,3G,4860,370.0,27.8,2.3,0.0,0.0
155,HEA,3W,4882,295.0,25.4,1.9,0.0,0.0
155,HEA,3G,4897,375.0,28.1,2.4,0.0,0.0
155,HEA,3W,4926,300.0,25.6,2.0,0.0,0.0
155,HEA,3G,4934,380.0,28.3,2.4,0.0,0.0
155,HEA,3W,4970,305.0,25.9,2.0,0.0,0.0
155,HEA,3G,4971,385.0,28.6,2.5,0.0,0.0
155,HEA,3G,5007,390.0,28.8,2.5,0.0,0.0
155,HEA,3W,5014,310.0,26.1,2.0,0.0,0.0
155,HEA,3G,5044,395.0,29.1,2.5,0.0,0.0
155,HEA,3W,5058,315.0,26.4,2.1,0.0,0.0
155,HEA,3G,5080,400.0,29.4,2.6,0.0,0.0
155,HEA,3W,5102,320.0,26.6,2.1,0.0,0.0
155,HEA,3G,5115,405.0,29.6,2.6,0.0,0.0
155,HEA,3W,5146,325.0,26.8,2.2,0.0,0.0
155,HEA,3G,5150,410.0,29.9,2.7,0.0,0.0
155,HEA,3G,5185,415.0,30.1,2.7,0.0,0.0
155,HEA,3W,5190,330.0,27.1,2.2,0.0,0.0
155,HEA,3G,5220,420.0,30.4,2.8,0.0,0.0
155,HEA,3W,5233,335.0,27.3,2.2,0.0,0.0
155,HEA,3G,5254,425.0,30.7,2.8,0.0,0.0
155,HEA,3W,5277,340.0,27.6,2.3,0.0,0.0
155,HEA,3G,5288,430.0,31.0,2.9,0.0,0.0
155,HEA,3W,5320,345.0,27.8,2.3,0.0,0.0
155,HEA,3G,5321,435.0,31.3,2.9,0.0,0.0
155,HEA,3G,5354,440.0,31.5,3.0,0.0,0.0
155,HEA,3W,5363,350.0,28.0,2.4,0.0,0.0
155,HEA,3G,5387,445.0,31.8,3.0,0.0,0.0
155,HEA,3W,5406,355.0,28.3,2.4,0.0,0.0
155,HEA,3G,5419,450.0,32.1,3.1,0.0,0.0
155,HEA,3W,5449,360.0,28.5,2.4,0.0,0.0
155,HEA,3G,5451,455.0,32.4,3.1,0.0,0.0
155,HEA,3G,5482,460.0,32.7,3.2,0.0,0.0
155,HEA,3W,5491,365.0,28.8,2.5,0.0,0.0
155,HEA,3G,5513,465.0,33.0,3.3,0.0,0.0
155,HEA,3W,5534,370.0,29.0,2.5,0.0,0.0
155,HEA,3G,5544,470.0,33.3,3.3,0.0,0.0
155,HEA,3G,5574,475.0,33.7,3.4,0.0,0.0
155,HEA,3W,5576,375.0,29.2,2.6,0.0,0.0
155,HEA,3G,5603,480.0,34.0,3.5,0.0,0.0
155,HEA,3W,5617,380.0,29.5,2.6,0.0,0.0
155,HEA,3G,5632,485.0,34.4,3.6,0.0,0.0
155,HEA,3W,5658,385.0,29.7,2.6,0.0,0.0
155,HEA,3G,5661,490.0,34.7,3.6,0.0,0.0
155,HEA,3G,5688,495.0,35.1,3.7,0.0,0.0
155,HEA,3W,5699,390.0,30.0,2.7,0.0,0.0
155,HEA,3G,5716,500.0,35.6,3.8,0.0,0.0
155,HEA,3G,5716,500.0,35.6,3.8,0.0,0.0
155,HEA,3W,5740,395.0,30.2,2.7,0.0,0.0
155,HEA,3G,5742,505.0,36.0,3.9,0.0,0.0
155,HEA,3G,5768,510.0,36.6,4.0,0.0,0.0
155,HEA,3W,5780,400.0,30.5,2.8,0.0,0.0
155,HEA,3G,5792,515.0,37.2,4.2,0.0,0.0
155,HEA,3G,5815,520.0,38.1,4.4,0.0,0.0
155,HEA,3W,5820,405.0,30.7,2.8,0.0,0.0
155,HEA,3W,5860,410.0,31.0,2.9,0.0,0.0
155,HEA,3W,5899,415.0,31.2,2.9,0.0,0.0
155,HEA,3W,5938,420.0,31.5,3.0,0.0,0.0
155,HEA,3W,5977,425.0,31.7,3.0,0.0,0.0
155,HEA,3W,6015,430.0,32.0,3.1,0.0,0.0
155,HEA,3W,6052,435.0,32.2,3.1,0.0,0.0
155,HEA,3W,6089,440.0,32.5,3.2,0.0,0.0
155,HEA,3W,6126,445.0,32.8,3.2,0.0,0.0
155,HEA,3W,6163,450.0,33.0,3.3,0.0,0.0
155,HEA,3W,6198,455.0,33.3,3.3,0.0,0.0
155,HEA,3W,6234,460.0,33.6,3.4,0.0,0.0
155,HEA,3W,6269,465.0,33.8,3.4,0.0,0.0
155,HEA,3W,6303,470.0,34.1,3.5,0.0,0.0
155,HEA,3W,6337,475.0,34.4,3.6,0.0,0.0
155,HEA,3W,6371,480.0,34.6,3.6,0.0,0.0
155,HEA,3W,6404,485.0,34.9,3.7,0.0,0.0
155,HEA,3W,6436,490.0,35.2,3.7,0.0,0.0
155,HEA,3W,6469,495.0,35.5,3.8,0.0,0.0
155,HEA,3W,6500,500.0,35.8,3.8,0.0,0.0
155,HEA,3W,6531,505.0,36.1,3.9,0.0,0.0
155,HEA,3W,6561,510.0,36.4,4.0,0.0,0.0
155,HEA,3W,6591,515.0,36.7,4.0,0.0,0.0
155,HEA,3W,6621,520.0,37.0,4.1,0.0,0.0
155,HEA,3W,6649,525.0,37.4,4.2,0.0,0.0
155,HEA,3W,6677,530.0,37.7,4.3,0.0,0.0
155,HEA,3W,6705,535.0,38.0,4.3,0.0,0.0
155,HEA,3W,6732,540.0,38.4,4.4,0.0,0.0
155,HEA,3W,6758,545.0,38.8,4.5,0.0,0.0
155,HEA,3W,6784,550.0,39.2,4.6,0.0,0.0
155,HEA,3W,6808,555.0,39.7,4.7,0.0,0.0
155,HEA,3W,6832,560.0,40.2,4.8,0.0,0.0
155,HEA,3W,6854,565.0,40.9,5.0,0.0,0.0
155,HEA,3W,6874,570.0,41.9,5.3,0.0,0.0
155,HEA,4G,4095,150.0,19.6,1.2,0.0,0.0
155,HEA,4G,4112,155.0,19.9,1.2,0.0,0.0
155,HEA,4G,4133,160.0,20.1,1.2,0.0,0.0
155,HEA,4G,4158,165.0,20.3,1.2,0.0,0.0
155,HEA,4G,4185,170.0,20.6,1.3,0.0,0.0
155,HEA,4G,4215,175.0,20.8,1.3,0.0,0.0
155,HEA,4G,4248,180.0,21.0,1.3,0.0,0.0
155,HEA,4G,4283,185.0,21.3,1.4,0.0,0.0
155,HEA,4G,4320,190.0,21.5,1.4,0.0,0.0
155,HEA,4G,4358,195.0,21.8,1.4,0.0,0.0
155,HEA,4G,4399,200.0,22.0,1.5,0.0,0.0
155,HEA,4G,4440,205.0,22.2,1.5,0.0,0.0
155,HEA,4G,4483,210.0,22.5,1.5,0.0,0.0
155,HEA,4W,4524,150.0,20.4,1.2,0.0,0.0
155,HEA,4G,4527,215.0,22.7,1.5,0.0,0.0
155,HEA,4W,4540,155.0,20.6,1.3,0.0,0.0
155,HEA,4W,4560,160.0,20.8,1.3,0.0,0.0
155,HEA,4G,4572,220.0,23.0,1.6,0.0,0.0
155,HEA,4W,4584,165.0,21.0,1.3,0.0,0.0
155,HEA,4W,4612,170.0,21.3,1.4,0.0,0.0
155,HEA,4G,4618,225.0,23.2,1.6,0.0,0.0
155,HEA,4W,4642,175.0,21.5,1.4,0.0,0.0
155,HEA,4G,4665,230.0,23.5,1.7,0.0,0.0
155,HEA,4W,4675,180.0,21.8,1.4,0.0,0.0
155,HEA,4W,4711,185.0,22.0,1.5,0.0,0.0
155,HEA,4G,4712,235.0,23.7,1.7,0.0,0.0
155,HEA,4W,4748,190.0,22.2,1.5,0.0,0.0
155,HEA,4G,4760,240.0,24.0,1.7,0.0,0.0
155,HEA,4W,4788,195.0,22.5,1.5,0.0,0.0
155,HEA,4G,4809,245.0,24.3,1.8,0.0,0.0
155,HEA,4W,4829,200.0,22.7,1.5,0.0,0.0
155,HEA,4G,4858,250.0,24.5,1.8,0.0,0.0
155,HEA,4W,4872,205.0,23.0,1.6,0.0,0.0
155,HEA,4G,4907,255.0,24.8,1.8,0.0,0.0
155,HEA,4W,4916,210.0,23.2,1.6,0.0,0.0
155,HEA,4G,4957,260.0,25.0,1.9,0.0,0.0
155,HEA,4W,4962,215.0,23.4,1.6,0.0,0.0
155,HEA,4G,5007,265.0,25.3,1.9,0.0,0.0
155,HEA,4W,5008,220.0,23.7,1.7,0.0,0.0
155,HEA,4W,5056,225.0,23.9,1.7,0.0,0.0
155,HEA,4G,5057,270.0,25.5,2.0,0.0,0.0
155,HEA,4W,5104,230.0,24.2,1.8,0.0,0.0
155,HEA,4G,5108,275.0,25.8,2.0,0.0,0.0
155,HEA,4W,5154,235.0,24.4,1.8,0.0,0.0
155,HEA,4G,5158,280.0,26.1,2.0,0.0,0.0
155,HEA,4W,5204,240.0,24.7,1.8,0.0,0.0
155,HEA,4G,5209,285.0,26.3,2.1,0.0,0.0
155,HEA,4W,5254,245.0,24.9,1.9,0.0,0.0
155,HEA,4G,5260,290.0,26.6,2.1,0.0,0.0
155,HEA,4W,5306,250.0,25.2,1.9,0.0,0.0
155,HEA,4G,5310,295.0,26.8,2.2,0.0,0.0
155,HEA,4W,5357,255.0,25.4,1.9,0.0,0.0
155,HEA,4G,5361,300.0,27.1,2.2,0.0,0.0
155,HEA,4W,5409,260.0,25.7,2.0,0.0,0.0
155,HEA,4G,5412,305.0,27.4,2.3,0.0,0.0
155,HEA,4G,5462,310.0,27.6,2.3,0.0,0.0
155,HEA,4W,5462,265.0,25.9,2.0,0.0,0.0
155,HEA,4G,5513,315.0,27.9,2.3,0.0,0.0
155,HEA,4W,5514,270.0,26.2,2.1,0.0,0.0
155,HEA,4G,5563,320.0,28.2,2.4,0.0,0.0
155,HEA,4W,5567,275.0,26.5,2.1,0.0,0.0
155,HEA,4G,5613,325.0,28.4,2.4,0.0,0.0
155,HEA,4W,5620,280.0,26.7,2.1,0.0,0.0
155,HEA,4G,5663,330.0,28.7,2.5,0.0,0.0
155,HEA,4W,5673,285.0,27.0,2.2,0.0,0.0
155,HEA,4G,5713,335.0,29.0,2.5,0.0,0.0
155,HEA,4W,5727,290.0,27.2,2.2,0.0,0.0
155,HEA,4G,5762,340.0,29.3,2.6,0.0,0.0
155,HEA,4W,5780,295.0,27.5,2.3,0.0,0.0
155,HEA,4G,5811,345.0,29.5,2.6,0.0,0.0
155,HEA,4W,5833,300.0,27.7,2.3,0.0,0.0
155,HEA,4G,5860,350.0,29.8,2.7,0.0,0.0
155,HEA,4W,5887,305.0,28.0,2.4,0.0,0.0
155,HEA,4G,5909,355.0,30.1,2.7,0.0,0.0
155,HEA,4W,5940,310.0,28.2,2.4,0.0,0.0
155,HEA,4G,5958,360.0,30.4,2.8,0.0,0.0
155,HEA,4W,5993,315.0,28.5,2.4,0.0,0.0
155,HEA,4G,6006,365.0,30.6,2.8,0.0,0.0
155,HEA,4W,6046,320.0,28.8,2.5,0.0,0.0
155,HEA,4G,6053,370.0,30.9,2.9,0.0,0.0
155,HEA,4W,6099,325.0,29.0,2.5,0.0,0.0
155,HEA,4G,6101,375.0,31.2,2.9,0.0,0.0
155,HEA,4G,6148,380.0,31.5,3.0,0.0,0.0
155,HEA,4W,6152,330.0,29.3,2.6,0.0,0.0
155,HEA,4G,6195,385.0,31.8,3.0,0.0,0.0
155,HEA,4W,6205,335.0,29.5,2.6,0.0,0.0
155,HEA,4G,6241,390.0,32.1,3.1,0.0,0.0
155,HEA,4W,6257,340.0,29.8,2.7,0.0,0.0
155,HEA,4G,6287,395.0,32.3,3.1,0.0,0.0
155,HEA,4W,6309,345.0,30.1,2.7,0.0,0.0
155,HEA,4G,6332,400.0,32.6,3.2,0.0,0.0
155,HEA,4W,6361,350.0,30.3,2.8,0.0,0.0
155,HEA,4G,6377,405.0,32.9,3.2,0.0,0.0
155,HEA,4W,6413,355.0,30.6,2.8,0.0,0.0
155,HEA,4G,6422,410.0,33.2,3.3,0.0,0.0
155,HEA,4W,6464,360.0,30.8,2.8,0.0,0.0
155,HEA,4G,6466,415.0,33.5,3.4,0.0,0.0
155,HEA,4G,6510,420.0,33.8,3.4,0.0,0.0
155,HEA,4W,6515,365.0,31.1,2.9,0.0,0.0
155,HEA,4G,6553,425.0,34.1,3.5,0.0,0.0
155,HEA,4W,6566,370.0,31.4,3.0,0.0,0.0
155,HEA,4G,6595,430.0,34.5,3.6,0.0,0.0
155,HEA,4W,6616,375.0,31.6,3.0,0.0,0.0
155,HEA,4G,6638,435.0,34.8,3.6,0.0,0.0
155,HEA,4W,6666,380.0,31.9,3.1,0.0,0.0
155,HEA,4G,6679,440.0,35.1,3.7,0.0,0.0
155,HEA,4W,6716,385.0,32.2,3.1,0.0,0.0
155,HEA,4G,6720,445.0,35.4,3.8,0.0,0.0
155,HEA,4G,6761,450.0,35.7,3.8,0.0,0.0
155,HEA,4W,6765,390.0,32.4,3.1,0.0,0.0
155,HEA,4G,6801,455.0,36.1,3.9,0.0,0.0
155,HEA,4W,6814,395.0,32.7,3.2,0.0,0.0
155,HEA,4G,6841,460.0,36.4,4.0,0.0,0.0
155,HEA,4W,6862,400.0,33.0,3.3,0.0,0.0
155,HEA,4G,6880,465.0,36.8,4.1,0.0,0.0
155,HEA,4W,6910,405.0,33.2,3.3,0.0,0.0
155,HEA,4G,6918,470.0,37.1,4.1,0.0,0.0
155,HEA,4G,6956,475.0,37.5,4.2,0.0,0.0
155,HEA,4W,6958,410.0,33.5,3.4,0.0,0.0
155,HEA,4G,6993,480.0,37.9,4.3,0.0,0.0
155,HEA,4W,7005,415.0,33.8,3.4,0.0,0.0
155,HEA,4G,7030,485.0,38.3,4.4,0.0,0.0
155,HEA,4W,7052,420.0,34.0,3.5,0.0,0.0
155,HEA,4G,7065,490.0,38.7,4.5,0.0,0.0
155,HEA,4W,7098,425.0,34.3,3.5,0.0,0.0
155,HEA,4G,7101,495.0,39.2,4.6,0.0,0.0
155,HEA,4G,7135,500.0,39.7,4.7,0.0,0.0
155,HEA,4W,7144,430.0,34.6,3.6,0.0,0.0
155,HEA,4G,7168,505.0,40.2,4.8,0.0,0.0
155,HEA,4W,7189,435.0,34.9,3.7,0.0,0.0
155,HEA,4G,7201,510.0,40.8,5.0,0.0,0.0
155,HEA,4G,7232,515.0,41.4,5.1,0.0,0.0
155,HEA,4W,7234,440.0,35.1,3.7,0.0,0.0
155,HEA,4G,7262,520.0,42.4,5.4,0.0,0.0
155,HEA,4W,7278,445.0,35.4,3.8,0.0,0.0
155,HEA,4W,7322,450.0,35.7,3.8,0.0,0.0
155,HEA,4W,7365,455.0,36.0,3.9,0.0,0.0
155,HEA,4W,7408,460.0,36.3,4.0,0.0,0.0
155,HEA,4W,7450,465.0,36.5,4.0,0.0,0.0
155,HEA,4W,7491,470.0,36.8,4.1,0.0,0.0
155,HEA,4W,7532,475.0,37.1,4.1,0.0,0.0
155,HEA,4W,7573,480.0,37.4,4.2,0.0,0.0
155,HEA,4W,7613,485.0,37.7,4.3,0.0,0.0
155,HEA,4W,7652,490.0,38.0,4.3,0.0,0.0
155,HEA,4W,7690,495.0,38.3,4.4,0.0,0.0
155,HEA,4W,7728,500.0,38.6,4.5,0.0,0.0
155,HEA,4W,7766,505.0,38.9,4.5,0.0,0.0
155,HEA,4W,7803,510.0,39.2,4.6,0.0,0.0
155,HEA,4W,7839,515.0,39.6,4.7,0.0,0.0
155,HEA,4W,7875,520.0,39.9,4.8,0.0,0.0
155,HEA,4W,7910,525.0,40.2,4.8,0.0,0.0
155,HEA,4W,7944,530.0,40.6,4.9,0.0,0.0
155,HEA,4W,7978,535.0,40.9,5.0,0.0,0.0
155,HEA,4W,8011,540.0,41.3,5.1,0.0,0.0
155,HEA,4W,8043,545.0,41.6,5.2,0.0,0.0
155,HEA,4W,8075,550.0,42.0,5.3,0.0,0.0
155,HEA,4W,8106,555.0,42.4,5.4,0.0,0.0
155,HEA,4W,8135,560.0,42.9,5.5,0.0,0.0
155,HEA,4W,8164,565.0,43.4,5.7,0.0,0.0
155,HEA,4W,8191,570.0,44.0,5.8,0.0,0.0
155,HEA,4W,8217,575.0,44.9,6.0,0.0,0.0
155,HEA,5G,4944,140.0,21.4,1.3,0.0,0.0
155,HEA,5G,4960,145.0,21.7,1.4,0.0,0.0
155,HEA,5G,4981,150.0,21.9,1.4,0.0,0.0
155,HEA,5G,5007,155.0,22.1,1.4,0.0,0.0
155,HEA,5G,5036,160.0,22.3,1.4,0.0,0.0
155,HEA,5G,5069,165.0,22.6,1.5,0.0,0.0
155,HEA,5G,5105,170.0,22.9,1.5,0.0,0.0
155,HEA,5G,5143,175.0,23.1,1.5,0.0,0.0
155,HEA,5G,5184,180.0,23.4,1.6,0.0,0.0
155,HEA,5W,5191,140.0,21.8,1.4,0.0,0.0
155,HEA,5W,5213,145.0,22.0,1.4,0.0,0.0
155,HEA,5G,5227,185.0,23.7,1.6,0.0,0.0
155,HEA,5W,5239,150.0,22.3,1.4,0.0,0.0
155,HEA,5W,5270,155.0,22.5,1.5,0.0,0.0
155,HEA,5G,5273,190.0,23.9,1.7,0.0,0.0
155,HEA,5W,5304,160.0,22.8,1.5,0.0,0.0
155,HEA,5G,5320,195.0,24.2,1.7,0.0,0.0
155,HEA,5W,5341,165.0,23.1,1.5,0.0,0.0
155,HEA,5G,5368,200.0,24.4,1.7,0.0,0.0
155,HEA,5W,5381,170.0,23.3,1.6,0.0,0.0
155,HEA,5G,5418,205.0,24.7,1.8,0.0,0.0
155,HEA,5W,5424,175.0,23.6,1.6,0.0,0.0
155,HEA,5G,5469,210.0,25.0,1.8,0.0,0.0
155,HEA,5W,5469,180.0,23.8,1.6,0.0,0.0
155,HEA,5W,5516,185.0,24.1,1.7,0.0,0.0
155,HEA,5G,5522,215.0,25.2,1.8,0.0,0.0
155,HEA,5W,5565,190.0,24.4,1.7,0.0,0.0
155,HEA,5G,5575,220.0,25.5,1.9,0.0,0.0
155,HEA,5W,5615,195.0,24.6,1.8,0.0,0.0
155,HEA,5G,5630,225.0,25.8,1.9,0.0,0.0
155,HEA,5W,5667,200.0,24.9,1.8,0.0,0.0
155,HEA,5G,5685,230.0,26.0,2.0,0.0,0.0
155,HEA,5W,5721,205.0,25.1,1.8,0.0,0.0
155,HEA,5G,5741,235.0,26.3,2.0,0.0,0.0
155,HEA,5W,5775,210.0,25.4,1.9,0.0,0.0
155,HEA,5G,5798,240.0,26.6,2.1,0.0,0.0
155,HEA,5W,5831,215.0,25.7,1.9,0.0,0.0
155,HEA,5G,5855,245.0,26.8,2.1,0.0,0.0
155,HEA,5W,5887,220.0,25.9,1.9,0.0,0.0
155,HEA,5G,5912,250.0,27.1,2.1,0.0,0.0
155,HEA,5W,5945,225.0,26.2,2.0,0.0,0.0
155,HEA,5G,5970,255.0,27.4,2.2,0.0,0.0
155,HEA,5W,6003,230.0,26.5,2.0,0.0,0.0
155,HEA,5G,6029,260.0,27.6,2.2,0.0,0.0
155,HEA,5W,6062,235.0,26.7,2.1,0.0,0.0
155,HEA,5G,6088,265.0,27.9,2.3,0.0,0.0
155,HEA,5W,6121,240.0,27.0,2.1,0.0,0.0
155,HEA,5G,6146,270.0,28.2,2.3,0.0,0.0
155,HEA,5W,6181,245.0,27.3,2.2,0.0,0.0
155,HEA,5G,6206,275.0,28.5,2.4,0.0,0.0
155,HEA,5W,6241,250.0,27.5,2.2,0.0,0.0
155,HEA,5G,6265,280.0,28.7,2.4,0.0,0.0
155,HEA,5W,6302,255.0,27.8,2.2,0.0,0.0
155,HEA,5G,6324,285.0,29.0,2.4,0.0,0.0
155,HEA,5W,6363,260.0,28.1,2.3,0.0,0.0
155,HEA,5G,6384,290.0,29.3,2.5,0.0,0.0
155,HEA,5W,6425,265.0,28.4,2.3,0.0,0.0
155,HEA,5G,6443,295.0,29.6,2.5,0.0,0.0
155,HEA,5W,6486,270.0,28.6,2.4,0.0,0.0
155,HEA,5G,6503,300.0,29.8,2.6,0.0,0.0
155,HEA,5W,6548,275.0,28.9,2.4,0.0,0.0
155,HEA,5G,6562,305.0,30.1,2.6,0.0,0.0
155,HEA,5W,6610,280.0,29.2,2.5,0.0,0.0
155,HEA,5G,6622,310.0,30.4,2.7,0.0,0.0
155,HEA,5W,6671,285.0,29.4,2.5,0.0,0.0
155,HEA,5G,6681,315.0,30.7,2.7,0.0,0.0
155,HEA,5W,6733,290.0,29.7,2.6,0.0,0.0
155,HEA,5G,6740,320.0,30.9,2.8,0.0,0.0
155,HEA,5W,6795,295.0,30.0,2.6,0.0,0.0
155,HEA,5G,6799,325.0,31.2,2.8,0.0,0.0
155,HEA,5W,6857,300.0,30.3,2.7,0.0,0.0
155,HEA,5G,6858,330.0,31.5,2.9,0.0,0.0
155,HEA,5G,6917,335.0,31.8,2.9,0.0,0.0
155,HEA,5W,6919,305.0,30.5,2.7,0.0,0.0
155,HEA,5G,6975,340.0,32.1,3.0,0.0,0.0
155,HEA,5W,6981,310.0,30.8,2.8,0.0,0.0
155,HEA,5G,7033,345.0,32.3,3.0,0.0,0.0
155,HEA,5W,7042,315.0,31.1,2.8,0.0,0.0
155,HEA,5G,7091,350.0,32.6,3.1,0.0,0.0
155,HEA,5W,7104,320.0,31.4,2.9,0.0,0.0
155,HEA,5G,7148,355.0,32.9,3.1,0.0,0.0
155,HEA,5W,7165,325.0,31.6,2.9,0.0,0.0
155,HEA,5G,7206,360.0,33.2,3.2,0.0,0.0
155,HEA,5W,7226,330.0,31.9,3.0,0.0,0.0
155,HEA,5G,7262,365.0,33.5,3.3,0.0,0.0
155,HEA,5W,7287,335.0,32.2,3.0,0.0,0.0
155,HEA,5G,7319,370.0,33.8,3.3,0.0,0.0
155,HEA,5W,7348,340.0,32.5,3.1,0.0,0.0
155,HEA,5G,7375,375.0,34.1,3.4,0.0,0.0
155,HEA,5W,7408,345.0,32.8,3.1,0.0,0.0
155,HEA,5G,7431,380.0,34.3,3.4,0.0,0.0
155,HEA,5W,7468,350.0,33.0,3.2,0.0,0.0
155,HEA,5G,7486,385.0,34.6,3.5,0.0,0.0
155,HEA,5W,7528,355.0,33.3,3.2,0.0,0.0
155,HEA,5G,7541,390.0,34.9,3.5,0.0,0.0
155,HEA,5W,7588,360.0,33.6,3.3,0.0,0.0
155,HEA,5G,7595,395.0,35.2,3.6,0.0,0.0
155,HEA,5W,7647,365.0,33.9,3.3,0.0,0.0
155,HEA,5G,7649,400.0,35.5,3.7,0.0,0.0
155,HEA,5G,7703,405.0,35.8,3.7,0.0,0.0
155,HEA,5W,7705,370.0,34.2,3.4,0.0,0.0
155,HEA,5G,7756,410.0,36.1,3.8,0.0,0.0
155,HEA,5W,7764,375.0,34.4,3.4,0.0,0.0
155,HEA,5G,7809,415.0,36.4,3.8,0.0,0.0
155,HEA,5W,7822,380.0,34.7,3.5,0.0,0.0
155,HEA,5G,7861,420.0,36.7,3.9,0.0,0.0
155,HEA,5W,7880,385.0,35.0,3.6,0.0,0.0
155,HEA,5G,7912,425.0,37.0,4.0,0.0,0.0
155,HEA,5W,7937,390.0,35.3,3.6,0.0,0.0
155,HEA,5G,7963,430.0,37.3,4.0,0.0,0.0
155,HEA,5W,7993,395.0,35.6,3.7,0.0,0.0
155,HEA,5G,8014,435.0,37.6,4.1,0.0,0.0
155,HEA,5W,8050,400.0,35.8,3.7,0.0,0.0
155,HEA,5G,8064,440.0,37.9,4.2,0.0,0.0
155,HEA,5W,8105,405.0,36.1,3.8,0.0,0.0
155,HEA,5G,8114,445.0,38.2,4.2,0.0,0.0
155,HEA,5W,8161,410.0,36.4,3.8,0.0,0.0
155,HEA,5G,8163,450.0,38.5,4.3,0.0,0.0
155,HEA,5G,8211,455.0,38.8,4.4,0.0,0.0
155,HEA,5W,8215,415.0,36.7,3.9,0.0,0.0
155,HEA,5G,8259,460.0,39.2,4.5,0.0,0.0
155,HEA,5W,8269,420.0,37.0,4.0,0.0,0.0
155,HEA,5G,8306,465.0,39.5,4.5,0.0,0.0
155,HEA,5W,8323,425.0,37.3,4.0,0.0,0.0
155,HEA,5G,8353,470.0,39.8,4.6,0.0,0.0
155,HEA,5W,8376,430.0,37.6,4.1,0.0,0.0
155,HEA,5G,8399,475.0,40.1,4.7,0.0,0.0
155,HEA,5W,8429,435.0,37.9,4.2,0.0,0.0
155,HEA,5G,8444,480.0,40.5,4.8,0.0,0.0
155,HEA,5W,8481,440.0,38.1,4.2,0.0,0.0
155,HEA,5G,8489,485.0,40.8,4.8,0.0,0.0
155,HEA,5G,8533,490.0,41.1,4.9,0.0,0.0
155,HEA,5W,8533,445.0,38.4,4.3,0.0,0.0
155,HEA,5G,8577,495.0,41.5,5.0,0.0,0.0
155,HEA,5W,8584,450.0,38.7,4.3,0.0,0.0
155,HEA,5G,8619,500.0,41.8,5.1,0.0,0.0
155,HEA,5W,8634,455.0,39.0,4.4,0.0,0.0
155,HEA,5G,8662,505.0,42.2,5.2,0.0,0.0
155,HEA,5W,8684,460.0,39.3,4.5,0.0,0.0
155,HEA,5G,8703,510.0,42.6,5.3,0.0,0.0
155,HEA,5W,8734,465.0,39.6,4.5,0.0,0.0
155,HEA,5G,8744,515.0,42.9,5.3,0.0,0.0
155,HEA,5W,8782,470.0,39.9,4.6,0.0,0.0
155,HEA,5G,8784,520.0,43.3,5.4,0.0,0.0
155,HEA,5G,8823,525.0,43.7,5.5,0.0,0.0
155,HEA,5W,8830,475.0,40.2,4.7,0.0,0.0
155,HEA,5G,8862,530.0,44.1,5.6,0.0,0.0
155,HEA,5W,8878,480.0,40.5,4.8,0.0,0.0
155,HEA,5G,8900,535.0,44.6,5.8,0.0,0.0
155,HEA,5W,8925,485.0,40.8,4.8,0.0,0.0
155,HEA,5G,8937,540.0,45.0,5.9,0.0,0.0
155,HEA,5W,8971,490.0,41.1,4.9,0.0,0.0
155,HEA,5G,8973,545.0,45.5,6.0,0.0,0.0
155,HEA,5G,9008,550.0,46.0,6.1,0.0,0.0
155,HEA,5W,9017,495.0,41.4,5.0,0.0,0.0
155,HEA,5G,9042,555.0,46.6,6.3,0.0,0.0
155,HEA,5W,9062,500.0,41.7,5.0,0.0,0.0
155,HEA,5G,9075,560.0,47.3,6.5,0.0,0.0
155,HEA,5G,9106,565.0,48.1,6.7,0.0,0.0
155,HEA,5W,9106,505.0,42.1,5.1,0.0,0.0
155,HEA,5G,9133,570.0,49.4,7.1,0.0,0.0
155,HEA,5W,9150,510.0,42.4,5.2,0.0,0.0
155,HEA,5W,9193,515.0,42.7,5.3,0.0,0.0
155,HEA,5W,9235,520.0,43.0,5.4,0.0,0.0
155,HEA,5W,9277,525.0,43.3,5.4,0.0,0.0
155,HEA,5W,9317,530.0,43.7,5.5,0.0,0.0
155,HEA,5W,9358,535.0,44.0,5.6,0.0,0.0
155,HEA,5W,9397,540.0,44.4,5.7,0.0,0.0
155,HEA,5W,9436,545.0,44.7,5.8,0.0,0.0
155,HEA,5W,9474,550.0,45.1,5.9,0.0,0.0
155,HEA,5W,9511,555.0,45.4,6.0,0.0,0.0
155,HEA,5W,9548,560.0,45.8,6.1,0.0,0.0
155,HEA,5W,9583,565.0,46.2,6.2,0.0,0.0
155,HEA,5W,9618,570.0,46.6,6.3,0.0,0.0
155,HEA,5W,9652,575.0,47.0,6.4,0.0,0.0
155,HEA,5W,9685,580.0,47.4,6.5,0.0,0.0
155,HEA,5W,9718,585.0,47.9,6.7,0.0,0.0
155,HEA,5W,9749,590.0,48.4,6.8,0.0,0.0
155,HEA,5W,9779,595.0,48.9,6.9,0.0,0.0
155,HEA,5W,9808,600.0,49.5,7.1,0.0,0.0
155,HEA,5W,9836,605.0,50.3,7.3,0.0,0.0
155,HEA,5W,9859,610.0,51.6,7.7,0.0,0.0
155,HEA,6W,5971,115.0,22.8,1.5,0.0,0.0
155,HEA,6W,5993,120.0,23.1,1.5,0.0,0.0
